core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Copyright,esri.arcgis.custom.HasVersionedData,esri.arcgis.custom.MaxRecordCount,esri.arcgis.custom.hasArchivedData,esri.arcgis.custom.supportedQueryFormats,esri.arcgis.custom.supportsQueryDataElements,esri.arcgis.custom.type,esri.arcgis.custom.units,core.technicalDescription,esri.arcgis.custom.restServicesLink
arcgis/CHhighway/CCTV,CHhighway/CCTV,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/CCTV/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/CCTV/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/CCTV/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,Copyright © 2020 State of California,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/CRS_Functional_Classification,CHhighway/CRS_Functional_Classification,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/CRS_Functional_Classification/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/CRS_Functional_Classification/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/CRS_Functional_Classification/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/Express_Lanes,CHhighway/Express_Lanes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Express_Lanes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Express_Lanes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Express_Lanes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/HOV,CHhighway/HOV,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/HOV/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/HOV/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/HOV/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/Local_Bridges,CHhighway/Local_Bridges,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Local_Bridges/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Local_Bridges/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Local_Bridges/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/National_Highway_System,CHhighway/National_Highway_System,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/National_Highway_System/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/National_Highway_System/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/National_Highway_System/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,California Department of Transportation (Caltrans),False,2000,False,JSON,True,,esriMeters,"This National Highway System dataset was exported from Caltrans Linear Reference System (LRS) on July 18, 2023. The LRS serves as the framework upon which the Highway Performance Monitoring System (HPMS) and other business data are managed.",
arcgis/CHhighway/Park_and_Ride,CHhighway/Park_and_Ride,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Park_and_Ride/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Park_and_Ride/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Park_and_Ride/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/Priority_Fuel_Load_Reduction,CHhighway/Priority_Fuel_Load_Reduction,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Priority_Fuel_Load_Reduction/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Priority_Fuel_Load_Reduction/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Priority_Fuel_Load_Reduction/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/Rest_Areas,CHhighway/Rest_Areas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Rest_Areas/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Rest_Areas/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Rest_Areas/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/SHN_Lines,CHhighway/SHN_Lines,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Lines/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Lines/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Lines/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/SHN_Postmiles_Tenth,CHhighway/SHN_Postmiles_Tenth,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Postmiles_Tenth/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Postmiles_Tenth/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Postmiles_Tenth/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,California Department of Transportation (Caltrans),False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/State_Highway_Bridges,CHhighway/State_Highway_Bridges,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/State_Highway_Bridges/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/State_Highway_Bridges/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/State_Highway_Bridges/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/Traffic_AADT,CHhighway/Traffic_AADT,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Traffic_AADT/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Traffic_AADT/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Traffic_AADT/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/Truck_Network,CHhighway/Truck_Network,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Network/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Network/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Network/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhighway/Truck_Volumes_AADT,CHhighway/Truck_Volumes_AADT,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Volumes_AADT/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Volumes_AADT/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Volumes_AADT/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/Vehicle_Enforcement_Facilities,CHhighway/Vehicle_Enforcement_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vehicle_Enforcement_Facilities/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vehicle_Enforcement_Facilities/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vehicle_Enforcement_Facilities/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriDecimalDegrees,,
arcgis/CHhighway/Vistas,CHhighway/Vistas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vistas/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vistas/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vistas/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqcore/Economic_Opportunity,CHhqcore/Economic_Opportunity,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Economic_Opportunity/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Economic_Opportunity/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Economic_Opportunity/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqcore/Environmental_Health,CHhqcore/Environmental_Health,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Environmental_Health/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Environmental_Health/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Environmental_Health/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
