core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Copyright,esri.arcgis.custom.HasVersionedData,esri.arcgis.custom.MaxRecordCount,esri.arcgis.custom.hasArchivedData,esri.arcgis.custom.supportedQueryFormats,esri.arcgis.custom.supportsQueryDataElements,esri.arcgis.custom.type,esri.arcgis.custom.units,core.technicalDescription,esri.arcgis.custom.restServicesLink
arcgis/CHrailroad/Rail_Interstate_Routes,CHrailroad/Rail_Interstate_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Routes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Routes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Routes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Interstate_Stations,CHrailroad/Rail_Interstate_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Stations/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Stations/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Stations/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Lines_BNSF_UPRR,CHrailroad/Rail_Lines_BNSF_UPRR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Lines_BNSF_UPRR/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Lines_BNSF_UPRR/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Lines_BNSF_UPRR/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Mileposts,CHrailroad/Rail_Mileposts,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Mileposts/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Mileposts/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Mileposts/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Speeds_by_Route_Time_of_Day,CHrailroad/Speeds_by_Route_Time_of_Day,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Route_Time_of_Day/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Route_Time_of_Day/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Route_Time_of_Day/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,"Provide average transit speeds, number of trips by route-direction.",
arcgis/CHrailroad/Speeds_by_Stop_Segments,CHrailroad/Speeds_by_Stop_Segments,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Stop_Segments/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Stop_Segments/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Stop_Segments/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,"All day and peak transit 20th, 50th, and 80th percentile speeds on stop segments estimated on a single day for all CA transit operators that provide GTFS real-time vehicle positions data.",
arcgis/CHrailroad/Tunnels,CHrailroad/Tunnels,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Tunnels/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Tunnels/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Tunnels/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/D12/D12_Adopt_a_Highway,D12/D12_Adopt_a_Highway,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Adopt_a_Highway/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Adopt_a_Highway/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Adopt_a_Highway/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/D12/D12_Park_and_Ride,D12/D12_Park_and_Ride,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Park_and_Ride/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Park_and_Ride/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Park_and_Ride/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/HQohsip/NF_Facilities,HQohsip/NF_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Facilities/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Facilities/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Facilities/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,Caltrans,False,2000,False,JSON,True,,esriMeters,"<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><DIV><P><SPAN>This map provides information on officially named freeways; highways; structures such as bridges tunnels, and interchanges; Blue Star Memorial Highways; safety roadside rest areas; and memorial plaques in California that are a part of the California State Highway System. The data is based on the </SPAN><A href=""https://dot.ca.gov/-/media/dot-media/programs/research-innovation-system-information/documents/place-names/web-2020-named-freeways-final-a11y.pdf"" STYLE=""text-decoration:underline;""><SPAN>2020 Named Freeways, Highways, Structures and Other Appurtenances in California</SPAN></A><SPAN> Publication prepared by The California Department of Transportation.</SPAN></P></DIV></DIV></DIV>",
arcgis/HQohsip/NF_Signs,HQohsip/NF_Signs,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Signs/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Signs/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Signs/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/HQstatewide/DEA_Adaptation_Priority_Reports,HQstatewide/DEA_Adaptation_Priority_Reports,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Adaptation_Priority_Reports/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Adaptation_Priority_Reports/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Adaptation_Priority_Reports/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch ",False,2000,False,JSON,True,,esriMeters,,
arcgis/HQstatewide/DEA_CoSMoS_SLR,HQstatewide/DEA_CoSMoS_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_CoSMoS_SLR/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_CoSMoS_SLR/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_CoSMoS_SLR/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Barnard, P.L., Erikson, L.H., Foxgrover, A.C., Limber, P.L., O'Neill, A.C., and Vitousek, S., 2018, for Coastal Storm Modeling System (CoSMoS) U.S. Geological Survey data release, https://doi.org/10.5066/P9NUO62B.",False,2000,False,JSON,True,,esriMeters,,
arcgis/HQstatewide/DEA_Vulnerability_Assessments,HQstatewide/DEA_Vulnerability_Assessments,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Vulnerability_Assessments/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Vulnerability_Assessments/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Vulnerability_Assessments/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch",False,2000,False,JSON,True,,esriMeters,,
arcgis/HQstatewide/Groundwater_SLR,HQstatewide/Groundwater_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Groundwater_SLR/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Groundwater_SLR/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Groundwater_SLR/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"U.S. Geological Survey; Befus, K.M., Hoover, D.J., Barnard, P.L., and Erikson, L.H., 2020, Projected responses of the coastal water table for California using present-day and future sea-level rise scenarios: U.S. Geological Survey data release, https://doi.org/10.5066/P9H5PBXP.",False,2000,False,JSON,True,,esriMeters,,
arcgis/HQstatewide/Revised_Viable,HQstatewide/Revised_Viable,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Revised_Viable/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Revised_Viable/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Revised_Viable/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/RH/RestAPI,RH/RestAPI,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/RH/RestAPI/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/RH/RestAPI/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/RH/RestAPI/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,True,10000,True,JSON,True,,esriMeters,,
arcgis/SB1/BuildingCA_Projects,SB1/BuildingCA_Projects,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Projects/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Projects/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Projects/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,20000,False,JSON,True,,esriMeters,,
arcgis/SB1/BuildingCA_Reference,SB1/BuildingCA_Reference,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Reference/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Reference/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Reference/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/SB1/ePPR_Project_Ref_Layer,SB1/ePPR_Project_Ref_Layer,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/ePPR_Project_Ref_Layer/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/ePPR_Project_Ref_Layer/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/ePPR_Project_Ref_Layer/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/SB1/project_point_single_referenced_pro_2_9_12_20250528,SB1/project_point_single_referenced_pro_2_9_12_20250528,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/project_point_single_referenced_pro_2_9_12_20250528/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/project_point_single_referenced_pro_2_9_12_20250528/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/project_point_single_referenced_pro_2_9_12_20250528/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/SB1_Test/BuildingCA_Projects_Test,SB1_Test/BuildingCA_Projects_Test,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Projects_Test/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Projects_Test/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Projects_Test/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,4000,False,JSON,True,,esriMeters,,
arcgis/SB1_Test/BuildingCA_Reference_Test,SB1_Test/BuildingCA_Reference_Test,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Reference_Test/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Reference_Test/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Reference_Test/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/SB1_Test/Test_ePPR_Project_Ref_Layer,SB1_Test/Test_ePPR_Project_Ref_Layer,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/Test_ePPR_Project_Ref_Layer/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/Test_ePPR_Project_Ref_Layer/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/Test_ePPR_Project_Ref_Layer/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
